train_number,n_stops,total_distance_km,avg_km_per_stop,n_skip_segments,stations_skipped
11028,202,1239.3,6.2,0,0
11027,202,1238.2,6.2,0,0
11041,201,1238.1,6.2,0,0
12569,181,1237.4,6.9,0,0
12587,180,1235.4,6.9,0,0
12489,185,1234.7,6.7,0,0
14257,118,1234.5,10.6,0,0
12777,183,1233.4,6.8,0,0
18207,137,1232.4,9.1,0,0
21028,127,1230.0,9.8,0,0
14853,163,1229.7,7.6,0,0
06202,156,1228.6,7.9,0,0
12570,181,1227.5,6.8,0,0
18208,136,1227.3,9.1,0,0
14854,163,1226.6,7.6,0,0
12163,192,1226.5,6.4,0,0
12490,185,1225.2,6.7,0,0
12823,149,1224.4,8.3,0,0
14015,175,1223.9,7.0,0,0
12824,149,1223.3,8.3,0,0
12778,188,1221.9,6.5,0,0
14016,175,1216.9,7.0,0,0
06201,156,1215.9,7.8,0,0
12224,162,1212.6,7.5,0,0
12223,162,1211.2,7.5,0,0
12349,178,1207.2,6.8,0,0
04727,184,1206.4,6.6,0,0
12350,178,1204.2,6.8,0,0
14309,143,1201.6,8.5,0,0
14310,143,1201.3,8.5,0,0
12830,192,1200.0,6.3,0,0
15279,182,1200.0,6.6,0,0
12164,157,1199.4,7.7,0,0
14707,182,1198.2,6.6,0,0
19105,183,1198.0,6.6,0,0
12829,192,1197.6,6.3,0,0
04728,184,1196.9,6.5,0,0
19106,183,1196.4,6.6,0,0
17315,177,1195.8,6.8,0,0
22405,174,1195.8,6.9,0,0
12367,173,1195.7,7.0,0,0
17479,193,1194.3,6.2,0,0
22406,174,1193.7,6.9,0,0
12368,173,1193.6,6.9,0,0
12212,153,1192.7,7.8,0,0
17316,176,1190.7,6.8,0,0
14708,183,1189.4,6.5,0,0
11098,163,1185.1,7.3,0,0
15280,180,1182.6,6.6,0,0
14018,168,1180.3,7.1,0,0
14017,168,1176.6,7.0,0,0
08472,179,1176.3,6.6,0,0
11097,163,1175.4,7.3,0,0
14524,174,1173.7,6.8,0,0
01102,150,1172.1,7.9,0,0
18202,155,1171.6,7.6,0,0
08471,179,1171.2,6.6,0,0
14865,159,1170.0,7.4,0,0
14523,174,1169.2,6.8,0,0
01101,150,1165.4,7.8,0,0
22996,144,1164.7,8.1,0,0
18201,155,1164.4,7.6,0,0
12553,174,1162.1,6.7,0,0
12561,174,1159.7,6.7,0,0
14866,159,1156.5,7.3,0,0
12554,174,1156.0,6.7,0,0
12562,174,1155.7,6.7,0,0
54811,106,1151.1,11.0,0,0
14863,154,1150.5,7.5,0,0
14864,154,1147.3,7.5,0,0
12565,169,1143.7,6.8,0,0
18206,145,1143.3,7.9,0,0
59386-Slip2,149,1142.2,7.7,0,0
12566,169,1139.7,6.8,0,0
24888,131,1138.7,8.8,0,0
18205,145,1136.1,7.9,0,0
24887,131,1135.9,8.7,0,0
15662,156,1132.7,7.3,0,0
16128,186,1131.6,6.1,0,0
11018,174,1128.4,6.5,0,0
15661,155,1126.1,7.3,0,0
12956,167,1124.1,6.8,0,0
12240,167,1124.1,6.8,0,0
12955,167,1123.4,6.8,0,0
12239,167,1123.4,6.8,0,0
11017,174,1122.3,6.5,0,0
16127,186,1119.1,6.0,0,0
14318,120,1118.6,9.4,0,0
11036,156,1118.1,7.2,0,0
18233,112,1117.3,10.1,0,0
12980,159,1113.7,7.0,0,0
14317,120,1113.0,9.4,0,0
12979,159,1112.5,7.0,0,0
13022,111,1111.9,10.1,0,0
11035,156,1106.9,7.1,0,0
19708,185,1105.0,6.0,0,0
16530,162,1104.3,6.9,0,0
12961,133,1101.6,8.3,0,0
16529,161,1101.3,6.9,0,0
14008,159,1101.0,7.0,0,0
12391,168,1100.9,6.6,0,0
17406,159,1099.7,7.0,0,0
17405,159,1098.8,7.0,0,0
14007,159,1097.4,6.9,0,0
19707,185,1097.3,6.0,0,0
12392,168,1096.5,6.6,0,0
15001,158,1095.0,7.0,0,0
15002,158,1094.2,7.0,0,0
17016,164,1093.8,6.7,0,0
17015,164,1092.9,6.7,0,0
13287,160,1079.0,6.8,0,0
12962,133,1078.2,8.2,0,0
18311,94,1077.5,11.6,0,0
11040-Slip,127,1076.4,8.5,0,0
13288,159,1074.5,6.8,0,0
11448,162,1068.8,6.6,0,0
19604,154,1065.5,7.0,0,0
17207,125,1063.9,8.6,0,0
15022,151,1062.8,7.1,0,0
15021,151,1060.9,7.1,0,0
17208,125,1057.8,8.5,0,0
11090,177,1057.8,6.0,0,0
12557,153,1057.4,7.0,0,0
12211,153,1057.4,7.0,0,0
11089,175,1055.4,6.1,0,0
09734,84,1054.5,12.7,0,0
12603,106,1054.3,10.0,0,0
12401,149,1053.9,7.1,0,0
17213,149,1052.3,7.1,0,0
19216,158,1052.1,6.7,0,0
12558,153,1050.1,6.9,0,0
17214,149,1049.9,7.1,0,0
12918,137,1048.7,7.7,0,0
12917,137,1048.4,7.7,0,0
12402,149,1045.6,7.1,0,0
18235-Slip,72,1039.7,14.6,0,0
14887S,112,1039.4,9.4,0,0
14887,112,1039.4,9.4,0,0
15159,138,1033.6,7.5,0,0
11124,144,1033.5,7.2,0,0
14888,112,1033.1,9.3,0,0
11123,144,1032.8,7.2,0,0
15160,138,1031.8,7.5,0,0
11087,166,1026.3,6.2,0,0
12470,146,1020.1,7.0,0,0
11088,166,1019.5,6.2,0,0
15620,125,1019.5,8.2,0,0
12469,146,1015.6,7.0,0,0
15619,125,1014.4,8.2,0,0
12996,133,1008.7,7.6,0,0
12414,151,1007.2,6.7,0,0
12192,121,1006.5,8.4,0,0
12191,121,1005.5,8.4,0,0
12413,151,1003.9,6.7,0,0
14009,131,999.2,7.7,0,0
14019,131,999.2,7.7,0,0
14511,110,998.0,9.2,0,0
12309,141,993.0,7.1,0,0
12393,141,993.0,7.1,0,0
12394,141,991.6,7.1,0,0
12310,141,991.6,7.1,0,0
14020,131,988.9,7.6,0,0
14010,131,988.9,7.6,0,0
11402,123,987.9,8.1,0,0
18006,131,987.0,7.6,0,0
57258,98,985.9,10.2,0,0
11401,123,985.8,8.1,0,0
12995-Slip,144,984.4,6.9,0,0
12397,138,981.2,7.2,0,0
18005,131,980.1,7.5,0,0
12990,171,977.8,5.8,0,0
12690,144,976.5,6.8,0,0
11404,100,976.3,9.9,0,0
54812,106,975.0,9.3,0,0
12398,138,974.5,7.1,0,0
11403,100,972.8,9.8,0,0
19006,157,972.5,6.2,0,0
03686,135,971.9,7.3,0,0
12989,171,971.9,5.7,0,0
12689,144,969.3,6.8,0,0
17312,154,967.8,6.3,0,0
12187,133,966.1,7.3,0,0
16593,104,965.3,9.4,0,0
12188,133,964.9,7.3,0,0
17311,154,964.7,6.3,0,0
12960,141,964.6,6.9,0,0
19005,157,964.5,6.2,0,0
12517,145,963.8,6.7,0,0
09562,149,962.1,6.5,0,0
16594,104,961.6,9.3,0,0
07004,118,960.0,8.2,0,0
13510,129,958.3,7.5,0,0
13238,134,957.6,7.2,0,0
13509,129,955.0,7.5,0,0
12959,141,954.3,6.8,0,0
13237,134,954.1,7.2,0,0
09561,149,953.6,6.4,0,0
07003,118,952.9,8.1,0,0
18234,112,951.4,8.6,0,0
11091,139,951.2,6.9,0,0
15273,130,949.9,7.4,0,0
16108,178,949.8,5.4,0,0
15658,152,947.7,6.3,0,0
12556,140,947.4,6.8,0,0
16107,178,946.5,5.3,0,0
13248,114,944.9,8.4,0,0
15657,152,944.2,6.3,0,0
11092,139,943.0,6.8,0,0
15274,130,943.0,7.3,0,0
18510,148,942.8,6.4,0,0
07144,125,941.9,7.6,0,0
17004,125,941.9,7.6,0,0
12555,140,940.8,6.8,0,0
19215,158,939.9,6.0,0,0
11454,132,939.6,7.2,0,0
11453,132,939.5,7.2,0,0
18509,148,938.1,6.4,0,0
07143,125,936.6,7.6,0,0
17003,125,936.6,7.6,0,0
12518,145,934.6,6.5,0,0
12190,105,932.4,9.0,0,0
15049,143,931.5,6.6,0,0
12957,147,930.6,6.4,0,0
12958,147,927.0,6.3,0,0
19065,155,926.7,6.0,0,0
15052,138,926.4,6.8,0,0
17210,148,926.3,6.3,0,0
19066,154,925.9,6.1,0,0
12189,103,925.8,9.1,0,0
12479,153,925.5,6.1,0,0
12916,141,924.5,6.6,0,0
12106,131,924.4,7.1,0,0
15051,138,923.9,6.7,0,0
12480,153,923.7,6.1,0,0
17209,148,919.2,6.3,0,0
19312,147,918.5,6.3,0,0
14511-Slip,99,917.9,9.4,0,0
19311,147,917.9,6.3,0,0
12915,141,917.8,6.6,0,0
12346,131,917.1,7.1,0,0
12345,131,914.5,7.0,0,0
12105,131,911.5,7.0,0,0
12995,133,909.7,6.9,0,0
15047,141,907.6,6.5,0,0
11050,152,906.3,6.0,0,0
59460,152,906.3,6.0,0,0
11049,152,902.7,6.0,0,0
19005-Slip,152,898.5,6.0,0,0
18449,151,897.2,6.0,0,0
18419,146,896.3,6.2,0,0
18420,146,895.4,6.2,0,0
18450,151,893.7,6.0,0,0
14660,112,893.5,8.0,0,0
13247,112,889.5,8.0,0,0
12465,103,882.0,8.6,0,0
12466,103,880.9,8.6,0,0
12334,148,880.0,6.0,0,0
14218,125,879.4,7.1,0,0
12333,148,879.1,6.0,0,0
12181,89,878.7,10.0,0,0
13240,125,878.3,7.1,0,0
14659,112,877.6,7.9,0,0
12695,165,877.3,5.3,0,0
12535,106,875.9,8.3,0,0
13239,125,874.9,7.1,0,0
12536,106,874.8,8.3,0,0
16525,144,874.3,6.1,0,0
12696,164,873.8,5.4,0,0
14217,125,873.6,7.0,0,0
12182,89,873.4,9.9,0,0
12121,102,873.4,8.6,0,0
19772,107,873.2,8.2,0,0
16628,159,872.3,5.5,0,0
12548,131,871.3,6.7,0,0
12122,102,869.3,8.6,0,0
16627,159,869.1,5.5,0,0
12547,131,868.2,6.7,0,0
18448,95,868.2,9.2,0,0
19771,107,868.1,8.2,0,0
22409,119,868.0,7.4,0,0
12624,161,867.4,5.4,0,0
16526,144,867.4,6.1,0,0
12697,161,867.1,5.4,0,0
15107,130,865.2,6.7,0,0
12698,160,863.6,5.4,0,0
12623,160,863.2,5.4,0,0
22410,119,862.3,7.3,0,0
12602,155,862.1,5.6,0,0
12686,155,862.1,5.6,0,0
12685,155,859.0,5.6,0,0
12601,155,859.0,5.6,0,0
15108,129,856.7,6.7,0,0
22854,148,853.3,5.8,0,0
51196,119,853.0,7.2,0,0
17415,107,852.5,8.0,0,0
12136,99,852.1,8.7,0,0
12114,99,852.1,8.7,0,0
13133,150,851.5,5.7,0,0
12113,98,851.0,8.8,0,0
12135,99,851.0,8.7,0,0
22853,148,850.7,5.8,0,0
14114,115,850.2,7.5,0,0
58111,114,850.0,7.5,0,0
17416,107,849.5,8.0,0,0
12854,103,847.5,8.3,0,0
13134,148,847.2,5.8,0,0
16724,126,847.0,6.8,0,0
12853,103,846.3,8.3,0,0
58112,108,846.2,7.9,0,0
15609-Slip,112,845.7,7.6,0,0
14163-Slip,114,845.5,7.5,0,0
25610,111,843.9,7.7,0,0
16723,126,841.5,6.7,0,0
18204,102,839.7,8.3,0,0
17058,130,838.6,6.5,0,0
12427,110,837.4,7.7,0,0
17057,130,836.9,6.5,0,0
12134,96,833.0,8.8,0,0
18447-Slip,109,831.7,7.7,0,0
18203,102,830.3,8.2,0,0
17308,98,825.7,8.5,0,0
15027,130,822.8,6.4,0,0
15028,130,822.4,6.4,0,0
12133,96,821.7,8.6,0,0
17307,98,821.1,8.5,0,0
19132,117,820.8,7.1,0,0
19116,116,820.6,7.1,0,0
12620,87,820.3,9.5,0,0
09733,84,819.4,9.9,0,0
15050,126,817.9,6.5,0,0
14266,119,817.7,6.9,0,0
12619,87,817.5,9.5,0,0
06012,148,816.7,5.6,0,0
06008,148,816.7,5.6,0,0
06010,148,816.7,5.6,0,0
06006,148,816.7,5.6,0,0
06004,148,816.7,5.6,0,0
06002,148,816.7,5.6,0,0
14662,112,813.9,7.3,0,0
06001,148,811.4,5.5,0,0
06003,148,811.4,5.5,0,0
06009,148,811.4,5.5,0,0
06007,148,811.4,5.5,0,0
06005,148,811.4,5.5,0,0
06011,148,811.4,5.5,0,0
19131,117,811.1,7.0,0,0
19115,116,810.9,7.1,0,0
84369,100,809.9,8.2,0,0
14659-Slip,112,808.4,7.3,0,0
13142,138,804.4,5.9,0,0
24370-Slip,100,803.8,8.1,0,0
14370-Slip,100,803.8,8.1,0,0
17314,130,801.1,6.2,0,0
15006,118,800.0,6.8,0,0
18312,94,799.8,8.6,0,0
12290,114,798.7,7.1,0,0
12140,114,798.7,7.1,0,0
12228,133,798.5,6.0,0,0
19018,132,798.5,6.1,0,0
13141,138,797.1,5.8,0,0
12227,133,796.9,6.0,0,0
12289,114,796.6,7.0,0,0
12139-Slip,114,796.6,7.0,0,0
12139,114,796.6,7.0,0,0
12428,109,795.6,7.4,0,0
15005,118,795.4,6.8,0,0
12634,115,794.4,7.0,0,0
15048,125,794.0,6.4,0,0
19017,132,792.2,6.0,0,0
12416,96,791.5,8.3,0,0
12415,96,791.2,8.3,0,0
59442,98,791.2,8.2,0,0
16321,132,790.5,6.0,0,0
12226,109,789.6,7.3,0,0
17313,130,788.1,6.1,0,0
12225,108,787.8,7.4,0,0
12154,104,787.7,7.6,0,0
22407,114,786.8,7.0,0,0
16322,131,786.3,6.0,0,0
12633,112,785.4,7.1,0,0
16535,106,784.5,7.5,0,0
14258,118,784.0,6.7,0,0
16536,106,784.0,7.5,0,0
12153,104,782.7,7.6,0,0
17651,120,780.8,6.6,0,0
12668,113,779.9,7.0,0,0
16315,129,779.0,6.1,0,0
14512,110,777.9,7.1,0,0
12759,120,777.3,6.5,0,0
12966,100,777.2,7.9,0,0
16316,129,777.2,6.1,0,0
12760,120,776.6,6.5,0,0
12965,100,776.5,7.8,0,0
22408,114,773.6,6.8,0,0
12667,113,772.6,6.9,0,0
04204,110,772.2,7.1,0,0
04203,110,770.8,7.1,0,0
12559,110,768.5,7.1,0,0
12732,91,767.7,8.5,0,0
12731,91,767.7,8.5,0,0
12560,110,766.3,7.0,0,0
15722,155,765.8,5.0,0,0
15721,155,763.9,5.0,0,0
19711,94,763.5,8.2,0,0
12972,124,763.1,6.2,0,0
19712,94,763.0,8.2,0,0
12971,124,761.3,6.2,0,0
14646,89,756.5,8.6,0,0
12208,104,754.6,7.3,0,0
16590,101,752.9,7.5,0,0
18048-Slip,104,752.9,7.3,0,0
16736,131,752.4,5.8,0,0
12702,137,752.2,5.5,0,0
12207,104,752.2,7.3,0,0
17031,137,751.9,5.5,0,0
12701,137,751.9,5.5,0,0
17032,135,751.9,5.6,0,0
17603-Slip2,104,749.5,7.3,0,0
16589,101,749.0,7.5,0,0
18425,89,747.2,8.5,1,2
51422,82,747.0,9.2,0,0
16735,131,746.8,5.7,0,0
18426,89,745.6,8.5,1,2
55322,100,741.7,7.5,0,0
13008,128,738.7,5.8,0,0
12257,117,738.6,6.4,0,0
12258,117,738.1,6.4,0,0
12183,94,737.2,7.9,0,0
12193,94,737.2,7.9,0,0
12220,125,734.9,5.9,0,0
12219,125,734.5,5.9,0,0
16732,87,733.7,8.5,0,0
51421,82,733.0,9.0,0,0
17211,84,732.7,8.8,0,0
16731,87,732.6,8.5,0,0
13106,114,731.5,6.5,0,0
17212,84,730.9,8.8,0,0
12194,94,729.9,7.8,0,0
12184,94,729.9,7.8,0,0
17001,83,729.6,8.9,0,0
17652,111,728.7,6.6,0,0
13105,113,726.3,6.5,0,0
12662,103,725.5,7.1,0,0
29019,85,725.4,8.6,0,0
29020,84,723.4,8.7,0,0
23142,126,722.2,5.8,0,0
17487,116,722.1,6.3,0,0
12661,103,719.7,7.1,0,0
13150,126,719.4,5.8,0,0
12763,99,718.5,7.3,0,0
11701,69,718.5,10.6,0,0
12872,105,717.8,6.9,0,0
17488,116,716.9,6.2,0,0
17002,83,716.2,8.7,0,0
18447,95,716.2,7.6,0,0
16042,131,715.0,5.5,0,0
12831,83,714.5,8.7,0,0
12764,99,714.3,7.3,0,0
11702,69,714.2,10.5,0,0
12693,106,713.4,6.8,0,0
16041,131,713.0,5.5,0,0
12963,77,712.7,9.4,0,0
12964,77,712.7,9.4,0,0
12694,105,712.6,6.9,0,0
16780,88,712.6,8.2,0,0
12871,105,712.6,6.9,0,0
13149,126,711.9,5.7,0,0
19782,95,711.5,7.6,0,0
16779,88,711.4,8.2,0,0
14115,105,711.0,6.8,0,0
14116,105,710.4,6.8,0,0
24369,93,709.9,7.7,0,0
12632,104,708.7,6.9,0,0
17430,90,707.5,7.9,0,0
18517,81,706.8,8.8,0,0
19781,95,706.4,7.5,0,0
24370,93,706.1,7.7,0,0
12631,104,704.7,6.8,0,0
13141-Slip,126,704.3,5.6,0,0
18518,81,702.7,8.8,0,0
53042,139,700.4,5.1,0,0
12832,77,700.0,9.2,0,0
11272,81,699.9,8.7,0,0
11271,81,699.4,8.7,0,0
17429,90,699.3,7.9,0,0
56504,78,697.1,9.1,0,0
12984,90,697.0,7.8,0,0
12604,106,696.0,6.6,0,0
53041,119,695.9,5.9,0,0
18603,71,695.2,9.9,0,0
56503,78,694.9,9.0,0,0
12727,108,694.4,6.5,0,0
12983,90,691.7,7.8,0,0
12728,108,691.4,6.5,0,0
15012,95,688.4,7.3,0,0
10215,102,685.5,6.8,0,0
13164,117,685.4,5.9,0,0
12001,86,684.6,8.1,0,0
15011,95,684.1,7.3,0,0
17644,127,684.0,5.4,0,0
17643,127,683.9,5.4,0,0
13148,120,683.2,5.7,0,0
14369,90,682.9,7.7,0,0
12159,78,682.7,8.9,0,0
06535,92,682.1,7.5,0,0
08566,101,681.6,6.8,0,0
12740,101,681.6,6.8,0,0
12155,83,680.8,8.3,0,0
08565,101,680.6,6.8,0,0
12739,101,680.6,6.8,0,0
13163,117,679.6,5.9,0,0
06536,92,678.5,7.5,0,0
12156,83,678.4,8.3,0,0
13186,104,677.6,6.6,0,0
14370,90,676.6,7.6,0,0
13147,120,676.4,5.7,0,0
12160,78,676.3,8.8,0,0
58220-Slip,72,675.7,9.5,0,0
24512,96,675.5,7.1,0,0
12002,86,674.6,7.9,0,0
12798,83,674.3,8.2,0,0
12447,75,674.2,9.1,0,0
10216,102,674.0,6.7,0,0
18235,80,670.6,8.5,0,0
13185,104,668.8,6.5,0,0
22464,89,668.4,7.6,0,0
59811,71,668.4,9.5,0,0
18236,80,667.2,8.4,0,0
14208,99,666.5,6.8,0,0
16538,73,666.4,9.3,0,0
12448,75,664.9,9.0,0,0
14207,99,663.9,6.8,0,0
19711-Slip,79,663.5,8.5,0,0
12806,101,663.5,6.6,0,0
06302,130,663.0,5.1,0,0
13021,111,662.5,6.0,0,0
12805,101,662.5,6.6,0,0
16537,73,661.0,9.2,0,0
12463-Slip,89,659.5,7.5,0,0
12797,83,658.9,8.0,0,0
06301,130,658.1,5.1,0,0
59307,79,658.0,8.4,0,0
59812,71,657.9,9.4,0,0
56502,79,656.8,8.4,0,0
17226,79,656.8,8.4,0,0
18302-Slip,78,654.2,8.5,1,2
12982,86,654.1,7.7,0,0
15203,102,654.1,6.5,0,0
16605,132,652.4,5.0,0,0
12981,86,652.3,7.7,0,0
14013,89,652.0,7.4,0,0
56501,79,651.3,8.4,0,0
17225,79,651.3,8.4,0,0
14014,89,651.3,7.4,0,0
16606,132,651.1,5.0,0,0
18452-Slip,78,651.0,8.5,1,2
54703,65,650.8,10.2,0,0
54292,17,648.1,40.5,2,41
15204,102,647.9,6.4,0,0
16702,118,647.4,5.5,0,0
13347,62,647.2,10.6,0,0
53044,119,640.1,5.4,0,0
16701,118,639.0,5.5,0,0
53043,118,638.3,5.5,0,0
16231,100,638.0,6.4,0,0
12733,85,637.9,7.6,0,0
12112,95,637.2,6.8,0,0
16232,100,636.2,6.4,0,0
14034,95,634.8,6.8,0,0
12232,94,633.8,6.8,0,0
12734,85,633.7,7.5,0,0
14645,89,630.9,7.2,0,0
12730,68,630.8,9.4,0,0
14033,95,630.7,6.7,0,0
13024,98,630.6,6.5,0,0
14164,84,630.3,7.6,0,0
13023,98,630.2,6.5,0,0
12231,94,630.1,6.8,0,0
12111,95,629.5,6.7,0,0
04054,88,629.3,7.2,0,0
12417,89,629.0,7.1,0,0
12275,89,629.0,7.1,0,0
53132,100,628.5,6.3,0,0
09727,66,628.0,9.7,0,0
12973,66,628.0,9.7,0,0
12709,87,627.7,7.3,0,0
53131,97,626.6,6.5,0,0
12729,68,626.4,9.3,0,0
14163,84,626.4,7.5,0,0
12418,89,626.2,7.1,0,0
12276,89,626.2,7.1,0,0
17604,79,624.3,8.0,0,0
12710,87,623.6,7.3,0,0
17603,79,623.4,8.0,0,0
14205,92,623.3,6.8,0,0
04053,88,623.1,7.2,0,0
12446,92,622.0,6.8,0,0
02779,86,620.9,7.3,0,0
09724,94,620.9,6.7,0,0
59076-Slip,83,620.2,7.6,0,0
19225,68,620.1,9.3,0,0
51187,71,619.6,8.9,0,0
51188,72,619.0,8.7,0,0
13507,92,618.5,6.8,0,0
14206,92,617.5,6.8,0,0
13508,92,617.0,6.8,0,0
12445,92,616.8,6.8,0,0
18451,73,615.1,8.5,1,2
19026,85,613.5,7.3,0,0
17309,84,613.1,7.4,0,0
09723,94,613.0,6.6,0,0
12654,105,612.2,5.9,0,0
12344,110,611.7,5.6,0,0
12736,51,611.6,12.2,0,0
19025,85,611.3,7.3,0,0
17310,84,610.7,7.4,0,0
12735,51,610.5,12.2,0,0
17013,80,610.3,7.7,0,0
17014,80,609.6,7.7,0,0
23347,57,609.1,10.9,0,0
12653,105,608.8,5.9,0,0
11095,112,608.5,5.5,0,0
11096,112,607.8,5.5,0,0
12461,83,606.9,7.4,0,0
16528,88,605.9,7.0,0,0
12210,64,605.8,9.6,0,0
57562,85,605.2,7.2,0,0
12464,86,604.8,7.1,0,0
21126,51,604.7,12.1,0,0
12463,86,604.5,7.1,0,0
16527,77,602.8,7.9,0,0
22481,62,602.6,9.9,0,0
51613,48,602.4,12.8,0,0
22482,62,602.3,9.9,0,0
57306,80,601.3,7.6,0,0
17063,81,600.7,7.5,0,0
18182,95,599.0,6.4,0,0
12914,73,598.3,8.3,0,0
21125,51,597.8,12.0,0,0
16348,118,596.9,5.1,0,0
16649,118,596.9,5.1,0,0
16630,118,596.9,5.1,0,0
12462,83,596.7,7.3,0,0
11108,66,596.3,9.2,0,0
14724,83,595.9,7.3,0,0
57561,85,595.6,7.1,0,0
14723,83,594.7,7.3,0,0
57624,75,594.6,8.0,0,0
12913,73,594.5,8.3,0,0
16629,118,594.0,5.1,0,0
16650,118,594.0,5.1,0,0
16347,118,594.0,5.1,0,0
12343-Slip,110,593.8,5.4,0,0
18181,95,592.6,6.3,0,0
17064,81,591.8,7.4,0,0
57305,75,591.5,8.0,0,0
51189,68,590.7,8.8,0,0
57257,98,590.0,6.1,0,0
11107,66,588.9,9.1,0,0
14235,77,587.8,7.7,0,0
12786,71,587.5,8.4,0,0
16603,119,586.9,5.0,0,0
51190,68,586.7,8.8,0,0
14236,77,586.3,7.7,0,0
17226-Slip,80,586.2,7.4,0,0
18452,74,585.7,8.0,1,2
12785,71,585.4,8.4,0,0
16604,119,584.1,4.9,0,0
12363,78,583.4,7.6,1,4
22447,62,583.2,9.6,0,0
16714,100,581.8,5.9,0,0
22608,85,581.3,6.9,0,0
12684,85,581.3,6.9,0,0
22607,85,580.0,6.9,0,0
12683,85,580.0,6.9,0,0
54463,84,578.9,7.0,0,0
17603-Slip,80,577.6,7.3,0,0
18606,88,577.5,6.6,0,0
17618,83,577.4,7.0,0,0
18611,71,577.2,8.2,0,0
12426,87,576.2,6.7,0,0
54464,80,575.9,7.3,0,0
18108,56,575.3,10.5,0,0
09728,66,575.2,8.8,0,0
12974,66,575.2,8.8,0,0
12448-Slip,62,574.6,9.4,0,0
16516,63,574.2,9.3,0,0
22112,67,573.9,8.7,0,0
16713,100,573.5,5.8,0,0
12266,85,573.4,6.8,0,0
22111,67,573.2,8.7,0,0
18107,56,571.9,10.4,0,0
17617,83,571.9,7.0,0,0
54704,57,571.9,10.2,0,0
12025,82,571.3,7.1,0,0
12026,82,570.9,7.0,0,0
18605,88,569.9,6.6,0,0
12425,87,569.7,6.6,0,0
16515,63,569.5,9.2,0,0
12594,69,568.7,8.4,0,0
15010,67,567.4,8.6,0,0
59355,69,567.2,8.3,0,0
12265,85,566.7,6.7,0,0
59356,69,566.1,8.3,0,0
15009,68,563.9,8.4,0,0
28182,81,563.3,7.0,0,0
14037,83,561.6,6.8,0,0
12593,69,561.3,8.3,0,0
14038,82,561.0,6.9,0,0
15004,82,558.6,6.9,0,0
12638,89,558.5,6.3,0,0
12636,89,558.5,6.3,0,0
18181-Slip,81,557.8,7.0,0,0
12635,89,557.6,6.3,0,0
12637,86,557.5,6.6,0,0
15003,82,557.2,6.9,0,0
59208,68,557.1,8.3,0,0
12378,104,556.8,5.4,0,0
14610,82,556.4,6.9,0,0
13348,62,555.6,9.1,0,0
19309,83,555.6,6.8,0,0
12924,66,554.7,8.5,0,0
12862,86,554.6,6.5,0,0
16865,101,553.4,5.5,0,0
14609,82,553.2,6.8,0,0
12343,103,552.9,5.4,0,0
12377,104,552.9,5.4,0,0
13246,76,552.7,7.4,0,0
19310,83,551.5,6.7,0,0
16866,101,551.2,5.5,0,0
57515,57,551.0,9.8,0,0
12923,66,550.9,8.5,0,0
57273,68,550.9,8.2,0,0
59207,68,550.4,8.2,0,0
57516,57,550.2,9.8,0,0
57274,68,550.1,8.2,0,0
12738,83,549.5,6.7,0,0
59026,70,548.4,7.9,0,0
58529,62,548.0,9.0,0,0
58530,62,547.8,9.0,0,0
12737,83,545.8,6.7,0,0
57550,68,545.6,8.1,0,0
13158,77,545.5,7.2,0,0
19060,84,544.8,6.6,0,0
12794,105,544.0,5.2,0,0
59025,70,543.9,7.9,0,0
12793,105,543.1,5.2,0,0
15603,78,542.8,7.0,0,0
19110,55,542.7,10.1,0,0
13157,77,541.8,7.1,0,0
10112,71,541.7,7.7,0,0
10104,71,541.7,7.7,0,0
19059,84,540.9,6.5,0,0
57549,68,540.9,8.1,0,0
10111,71,538.3,7.7,0,0
10103,71,538.3,7.7,0,0
02436,79,538.2,6.9,0,0
02424,79,538.2,6.9,0,0
14802,46,537.8,12.0,0,0
29060,83,537.6,6.6,0,0
51030,100,536.8,5.4,0,0
12677,77,536.7,7.1,0,0
15604,78,536.6,7.0,0,0
13348-Slip,57,536.4,9.6,0,0
57135,48,536.4,11.4,0,0
16591,63,535.9,8.6,0,0
02435,79,535.6,6.9,0,0
02423,79,535.6,6.9,0,0
12678,77,535.3,7.0,0,0
23040,97,535.0,5.6,0,0
12052,65,534.1,8.3,0,0
13039,97,533.7,5.6,0,0
18191,75,533.0,7.2,0,0
15272,93,532.6,5.8,0,0
51029,100,532.1,5.4,0,0
15271,93,531.9,5.8,0,0
59705,54,531.5,10.0,0,0
29059,83,531.1,6.5,0,0
18612,71,530.2,7.6,0,0
12051,64,529.8,8.4,0,0
16592,63,529.4,8.5,0,0
18192,75,529.1,7.1,0,0
13160,81,528.6,6.6,0,0
11471,61,527.3,8.8,0,0
12186,57,526.9,9.4,0,0
11472,61,526.5,8.8,0,0
17614,65,526.3,8.2,0,0
13155,75,526.1,7.1,0,0
12580,89,525.7,6.0,0,0
12351,95,525.5,5.6,0,0
58132,79,525.1,6.7,0,0
12579,89,524.9,6.0,0,0
12352,95,524.8,5.6,0,0
13404,77,524.2,6.9,0,0
59706,54,523.2,9.9,0,0
16518,65,523.0,8.2,0,0
13159,81,522.6,6.5,0,0
13403,77,522.2,6.9,0,0
58001,108,522.0,4.9,0,0
17613,64,521.9,8.3,0,0
54252,79,521.1,6.7,0,0
16517,65,521.0,8.1,0,0
58131,79,520.9,6.7,0,0
14631,65,520.1,8.1,0,0
57272,83,519.6,6.3,0,0
