train_number,n_stops,total_distance_km,avg_km_per_stop,n_skip_segments,stations_skipped
52451,17,48.6,3.0,0,0
52453,17,48.6,3.0,0,0
63551,11,48.6,4.9,0,0
52020,3,48.6,24.3,0,0
02451,17,48.6,3.0,0,0
02453,17,48.6,3.0,0,0
52457,17,48.6,3.0,0,0
52458,17,48.4,3.0,0,0
02452,17,48.4,3.0,0,0
52452,17,48.4,3.0,0,0
52454,17,48.4,3.0,0,0
52984,11,48.4,4.8,0,0
52456,17,48.4,3.0,0,0
02454,17,48.4,3.0,0,0
52137,2,47.6,47.6,0,0
57145,7,47.5,7.9,0,0
55576,6,47.3,9.5,0,0
55528,8,47.2,6.7,0,0
55238,8,47.2,6.7,0,0
53641,8,47.1,6.7,0,0
56390,11,46.9,4.7,0,0
56386,11,46.9,4.7,0,0
56966,9,46.8,5.9,0,0
56962,9,46.8,5.9,0,0
55750,6,46.8,9.4,0,0
56964,9,46.8,5.9,0,0
55752,6,46.8,9.4,0,0
54394,9,46.7,5.8,0,0
25201,6,46.6,9.3,0,0
51114,8,46.6,6.7,0,0
55239,8,46.6,6.7,0,0
51112,8,46.6,6.7,0,0
16861,2,46.5,46.5,0,0
04858,14,46.4,3.6,0,0
06593,9,46.4,5.8,0,0
06591,9,46.4,5.8,0,0
59318,7,46.0,7.7,0,0
59354,7,46.0,7.7,0,0
57262,12,45.9,4.2,0,0
59714,8,45.9,6.6,0,0
53446,11,45.8,4.6,0,0
53444,11,45.8,4.6,0,0
53327,10,45.8,5.1,0,0
53442,11,45.8,4.6,0,0
59713,8,45.8,6.5,0,0
64492,11,45.7,4.6,0,0
54557,6,45.4,9.1,0,0
52541,11,45.4,4.5,0,0
51429,8,45.3,6.5,0,0
58124,6,45.2,9.0,0,0
58127,6,45.2,9.0,0,0
58137,6,45.2,9.0,0,0
58135,6,45.2,9.0,0,0
55240,8,45.0,6.4,0,0
59101,10,44.9,5.0,0,0
59103,10,44.9,5.0,0,0
54393,9,44.9,5.6,0,0
31393,17,44.8,2.8,0,0
52220,6,44.8,9.0,0,0
53411,9,44.7,5.6,0,0
04857,12,44.5,4.0,0,0
54558,6,44.5,8.9,0,0
59296,10,44.4,4.9,0,0
53412,9,44.3,5.5,0,0
25202,6,44.3,8.9,0,0
56833,5,44.2,11.1,0,0
52215,9,44.2,5.5,0,0
59601,8,44.1,6.3,0,0
52532,6,44.0,8.8,0,0
52526,6,44.0,8.8,0,0
52524,6,44.0,8.8,0,0
52528,6,44.0,8.8,0,0
52530,6,44.0,8.8,0,0
55315,5,43.7,10.9,0,0
55317,5,43.7,10.9,0,0
55319,5,43.7,10.9,0,0
54015,6,43.5,8.7,0,0
54013,6,43.5,8.7,0,0
59317,7,43.5,7.3,0,0
59353,7,43.5,7.3,0,0
55218,7,43.4,7.2,0,0
59267,8,43.1,6.2,0,0
55117,7,43.1,7.2,0,0
53443,11,43.1,4.3,0,0
53441,11,43.1,4.3,0,0
59295,8,43.1,6.2,0,0
59269,8,43.1,6.2,0,0
53445,11,43.1,4.3,0,0
52404,2,42.8,42.8,0,0
52402,2,42.8,42.8,0,0
02412,2,42.8,42.8,0,0
56659,10,42.5,4.7,0,0
51804,5,42.4,10.6,0,0
57146,7,42.3,7.1,0,0
59602,8,42.3,6.0,0,0
63224,8,42.3,6.0,0,0
51803,5,42.2,10.5,0,0
09762,5,42.1,10.5,0,0
57468,5,42.0,10.5,0,0
34557,16,42.0,2.8,0,0
57454,8,41.8,6.0,0,0
59708,3,41.7,20.8,0,0
59710,3,41.7,20.8,0,0
53421,11,41.3,4.1,0,0
53423,11,41.3,4.1,0,0
51915,14,41.1,3.2,0,0
53425,9,41.1,5.1,0,0
55525,8,41.1,5.9,0,0
53427,10,41.1,4.6,0,0
55237,8,41.1,5.9,0,0
58126,6,40.7,8.1,0,0
58125,6,40.7,8.1,0,0
55159,3,40.2,20.1,0,0
52525,6,40.0,8.0,0,0
52523,6,40.0,8.0,0,0
52527,6,40.0,8.0,0,0
53424,11,40.0,4.0,0,0
52531,6,40.0,8.0,0,0
52529,6,40.0,8.0,0,0
55312,8,39.9,5.7,0,0
54314,7,39.9,6.7,0,0
57439,4,39.7,13.2,0,0
55311,8,39.6,5.7,0,0
52332,5,39.5,9.9,0,0
58408,10,39.5,4.4,0,0
52569,9,39.5,4.9,0,0
43216,20,39.2,2.1,0,0
43222,20,39.2,2.1,0,0
64091,23,39.1,1.8,0,0
55747,8,39.1,5.6,0,0
56642,3,38.9,19.5,0,0
56644,3,38.9,19.5,0,0
04603,5,38.8,9.7,0,0
04601,5,38.8,9.7,0,0
54653,5,38.8,9.7,0,0
55231,9,38.6,4.8,0,0
53428,8,38.5,5.5,0,0
63223,8,38.5,5.5,0,0
53422,8,38.5,5.5,0,0
53426,8,38.5,5.5,0,0
43205,20,38.4,2.0,0,0
51427,6,38.4,7.7,0,0
51407,6,38.4,7.7,0,0
54397,7,38.3,6.4,0,0
54398,8,38.1,5.4,0,0
57453,8,38.1,5.4,0,0
34502,16,37.9,2.5,0,0
34554,16,37.9,2.5,0,0
52047,3,37.8,18.9,0,0
55118,7,37.5,6.3,0,0
07606,5,36.8,9.2,0,0
51256,6,36.7,7.3,0,0
04854,10,36.6,4.1,0,0
54654,5,36.6,9.2,0,0
04604,5,36.6,9.2,0,0
04602,5,36.6,9.2,0,0
52538,6,36.5,7.3,0,0
59215,5,36.5,9.1,0,0
58818,4,36.5,12.2,0,0
52536,8,36.5,5.2,0,0
59213,5,36.5,9.1,0,0
54637,6,36.4,7.3,0,0
54071,6,36.4,7.3,0,0
08787,9,36.3,4.5,0,0
56378,7,36.2,6.0,0,0
52037,3,36.2,18.1,0,0
58811,5,36.2,9.0,0,0
58020,8,36.1,5.2,0,0
54313,7,36.0,6.0,0,0
07605,5,35.9,9.0,0,0
58407,10,35.7,4.0,0,0
58409,10,35.7,4.0,0,0
51408,6,35.1,7.0,0,0
51428,6,35.1,7.0,0,0
56333,8,35.0,5.0,0,0
56335,8,35.0,5.0,0,0
56331,8,35.0,5.0,0,0
56337,8,35.0,5.0,0,0
54072,6,34.9,7.0,0,0
54638,6,34.9,7.0,0,0
55320,5,34.8,8.7,0,0
47171,22,34.8,1.7,0,0
47193,22,34.8,1.7,0,0
47191,22,34.8,1.7,0,0
47187,22,34.8,1.7,0,0
47174,22,34.8,1.7,0,0
47190,22,34.8,1.7,0,0
47175,22,34.8,1.7,0,0
47215,22,34.8,1.7,0,0
47192,22,34.8,1.7,0,0
47213,22,34.8,1.7,0,0
47173,22,34.8,1.7,0,0
47184,22,34.8,1.7,0,0
55316,5,34.8,8.7,0,0
47210,22,34.8,1.7,0,0
47194,22,34.8,1.7,0,0
55318,5,34.8,8.7,0,0
47181,22,34.8,1.7,0,0
55162,3,34.8,17.4,0,0
55160,3,34.8,17.4,0,0
47189,22,34.8,1.7,0,0
47217,22,34.8,1.7,0,0
47180,22,34.8,1.7,0,0
47188,22,34.8,1.7,0,0
47183,22,34.8,1.7,0,0
47179,22,34.8,1.7,0,0
47178,22,34.8,1.7,0,0
47186,22,34.8,1.7,0,0
47159,22,34.8,1.7,0,0
47185,22,34.8,1.7,0,0
47212,22,34.8,1.7,0,0
47182,22,34.8,1.7,0,0
47177,22,34.8,1.7,0,0
47219,22,34.8,1.7,0,0
52015,3,34.4,17.2,0,0
58809,6,34.4,6.9,0,0
47153,22,34.2,1.6,0,0
59270,8,34.2,4.9,0,0
47160,22,34.2,1.6,0,0
47170,22,34.2,1.6,0,0
47155,22,34.2,1.6,0,0
47150,22,34.2,1.6,0,0
47211,22,34.2,1.6,0,0
47158,22,34.2,1.6,0,0
47161,22,34.2,1.6,0,0
47216,22,34.2,1.6,0,0
47152,22,34.2,1.6,0,0
47154,22,34.2,1.6,0,0
55732,9,34.2,4.3,0,0
59268,8,34.2,4.9,0,0
47162,22,34.2,1.6,0,0
47166,22,34.2,1.6,0,0
47163,22,34.2,1.6,0,0
47151,22,34.2,1.6,0,0
47214,22,34.2,1.6,0,0
47156,22,34.2,1.6,0,0
47198,22,34.2,1.6,0,0
47169,22,34.2,1.6,0,0
47167,22,34.2,1.6,0,0
47203,22,34.2,1.6,0,0
47207,22,34.2,1.6,0,0
47149,22,34.2,1.6,0,0
47157,22,34.2,1.6,0,0
47218,22,34.2,1.6,0,0
47164,22,34.2,1.6,0,0
47165,22,34.2,1.6,0,0
58019,8,34.1,4.9,0,0
47220,21,34.1,1.7,0,0
52554,6,33.8,6.8,0,0
52552,6,33.8,6.8,0,0
55749,6,33.7,6.7,0,0
52516,4,33.7,11.2,0,0
55751,6,33.7,6.7,0,0
55731,9,33.7,4.2,0,0
04853,10,33.7,3.7,0,0
58813,4,33.6,11.2,0,0
08788,16,33.6,2.2,0,0
58859,7,33.4,5.6,0,0
58857,7,33.4,5.6,0,0
58861,7,33.4,5.6,0,0
54016,6,33.3,6.7,0,0
56377,7,33.3,5.6,0,0
54014,6,33.3,6.7,0,0
54018,6,33.3,6.7,0,0
55504,7,33.2,5.5,0,0
56338,8,33.2,4.7,0,0
56336,8,33.2,4.7,0,0
56332,8,33.2,4.7,0,0
56334,8,33.2,4.7,0,0
55502,7,33.2,5.5,0,0
56040,9,33.0,4.1,0,0
59214,5,32.7,8.2,0,0
52515,4,32.7,10.9,0,0
59216,5,32.7,8.2,0,0
52572,9,32.7,4.1,0,0
52570,9,32.7,4.1,0,0
56103,5,32.6,8.1,0,0
59345,5,32.6,8.2,0,0
59476,4,32.5,10.8,0,0
59478,4,32.5,10.8,0,0
59482,4,32.5,10.8,0,0
59484,4,32.5,10.8,0,0
64090,21,32.4,1.6,0,0
64092,21,32.4,1.6,0,0
52028,2,32.0,32.0,0,0
52019,2,32.0,32.0,0,0
52046,2,32.0,32.0,0,0
54225,4,31.8,10.6,0,0
54227,4,31.8,10.6,0,0
51255,6,31.8,6.4,0,0
52509,4,31.7,10.6,0,0
52511,4,31.7,10.6,0,0
47176,19,31.7,1.8,0,0
54301,6,31.7,6.3,0,0
52507,4,31.7,10.6,0,0
56151,4,31.6,10.5,0,0
56147,4,31.6,10.5,0,0
56145,4,31.6,10.5,0,0
56149,4,31.6,10.5,0,0
08052,6,31.5,6.3,0,0
08018,6,31.5,6.3,0,0
08002,6,31.5,6.3,0,0
55501,7,31.1,5.2,0,0
55503,7,31.1,5.2,0,0
58862,7,31.0,5.2,0,0
58860,7,31.0,5.2,0,0
56834,5,31.0,7.8,0,0
59346,5,30.8,7.7,0,0
59243,6,30.7,6.1,0,0
57203,7,30.6,5.1,0,0
08017,6,30.5,6.1,0,0
64089,21,30.5,1.5,0,0
08001,6,30.5,6.1,0,0
08051,6,30.5,6.1,0,0
52023,3,30.3,15.2,0,0
52131,2,30.2,30.2,0,0
58718,5,30.0,7.5,0,0
53547,5,29.6,7.4,0,0
52183,5,29.4,7.4,0,0
59244,6,29.4,5.9,0,0
53520,6,29.3,5.9,0,0
53340,9,29.3,3.7,0,0
53514,6,29.3,5.9,0,0
53512,6,29.3,5.9,0,0
53518,6,29.3,5.9,0,0
42452,5,29.2,7.3,0,0
06596,6,29.1,5.8,0,0
37397,12,29.1,2.6,0,0
59157,7,29.1,4.9,0,0
52331,4,29.0,9.7,0,0
58717,5,28.8,7.2,0,0
52556,5,28.6,7.2,0,0
52558,5,28.6,7.2,0,0
54302,6,28.6,5.7,0,0
56863,4,28.5,9.5,0,0
37398,12,28.5,2.6,0,0
55232,8,28.5,4.1,0,0
56861,4,28.5,9.5,0,0
56865,4,28.5,9.5,0,0
53339,9,28.4,3.5,0,0
59158,7,28.4,4.7,0,0
40001,19,28.0,1.6,0,0
40051,18,28.0,1.6,0,0
40003,19,28.0,1.6,0,0
57202,7,27.9,4.6,0,0
56039,9,27.8,3.5,0,0
56864,4,27.7,9.2,0,0
56866,4,27.7,9.2,0,0
56862,4,27.7,9.2,0,0
56136,6,27.6,5.5,0,0
59112,5,27.5,6.9,0,0
58817,4,27.5,9.2,0,0
56144,4,27.2,9.1,0,0
56146,4,27.2,9.1,0,0
56148,4,27.2,9.1,0,0
64095,18,27.2,1.6,0,0
56150,4,27.2,9.1,0,0
51323,5,26.7,6.7,0,0
51327,5,26.7,6.7,0,0
59117,6,26.6,5.3,0,0
53517,6,26.5,5.3,0,0
53519,6,26.5,5.3,0,0
53511,6,26.5,5.3,0,0
53513,6,26.5,5.3,0,0
54228,4,26.4,8.8,0,0
54226,4,26.4,8.8,0,0
63566,4,26.2,8.7,0,0
40043,18,26.1,1.5,0,0
40037,18,26.1,1.5,0,0
40009,18,26.1,1.5,0,0
40031,18,26.1,1.5,0,0
40057,18,26.1,1.5,0,0
40035,18,26.1,1.5,0,0
40047,18,26.1,1.5,0,0
40059,18,26.1,1.5,0,0
40027,18,26.1,1.5,0,0
40017,18,26.1,1.5,0,0
40005,18,26.1,1.5,0,0
40029,18,26.1,1.5,0,0
40039,18,26.1,1.5,0,0
40019,18,26.1,1.5,0,0
40033,18,26.1,1.5,0,0
40055,18,26.1,1.5,0,0
40015,18,26.1,1.5,0,0
40107,18,26.1,1.5,0,0
40007,18,26.1,1.5,0,0
56102,5,26.1,6.5,0,0
40041,18,26.1,1.5,0,0
40045,18,26.1,1.5,0,0
40013,18,26.1,1.5,0,0
40049,18,26.1,1.5,0,0
40053,18,26.1,1.5,0,0
40025,18,26.1,1.5,0,0
40011,18,26.1,1.5,0,0
51686,4,26.0,8.7,0,0
51684,4,26.0,8.7,0,0
51690,4,26.0,8.7,0,0
51688,4,26.0,8.7,0,0
56519,5,25.7,6.4,0,0
55114,4,25.3,8.4,0,0
55108,4,25.3,8.4,0,0
55110,4,25.3,8.4,0,0
55112,4,25.3,8.4,0,0
59483,4,25.2,8.4,0,0
56101,3,25.2,12.6,0,0
59481,4,25.2,8.4,0,0
59475,4,25.2,8.4,0,0
59477,4,25.2,8.4,0,0
51689,4,25.1,8.4,0,0
51683,4,25.1,8.4,0,0
51685,4,25.1,8.4,0,0
51687,4,25.1,8.4,0,0
57649,4,25.0,8.3,0,0
57308,14,24.4,1.9,0,0
52138,2,24.3,24.3,0,0
52557,5,24.3,6.1,0,0
55102,5,24.2,6.0,0,0
55104,5,24.2,6.0,0,0
51348,5,24.2,6.1,0,0
53324,5,24.1,6.0,0,0
56520,5,24.1,6.0,0,0
53326,5,24.1,6.0,0,0
53334,5,24.1,6.0,0,0
57440,4,24.0,8.0,0,0
52978,8,23.8,3.4,0,0
52982,8,23.8,3.4,0,0
52980,8,23.8,3.4,0,0
52986,8,23.8,3.4,0,0
57501,5,23.7,5.9,0,0
57503,5,23.7,5.9,0,0
57307,14,23.6,1.8,0,0
52979,8,23.5,3.4,0,0
52985,8,23.5,3.4,0,0
52981,8,23.5,3.4,0,0
52510,4,23.4,7.8,0,0
52508,4,23.4,7.8,0,0
52512,4,23.4,7.8,0,0
51098,6,23.3,4.7,0,0
64094,14,22.9,1.8,0,0
64096,14,22.9,1.8,0,0
47202,17,22.8,1.4,0,0
47200,17,22.8,1.4,0,0
47197,17,22.8,1.4,0,0
47199,17,22.8,1.4,0,0
47208,17,22.8,1.4,0,0
47206,17,22.8,1.4,0,0
47209,17,22.8,1.4,0,0
47201,17,22.8,1.4,0,0
06595,6,22.6,4.5,0,0
57131,17,22.2,1.4,0,0
57519,17,22.2,1.4,0,0
34166,11,21.9,2.2,0,0
64449,7,21.9,3.7,0,0
43001,12,21.9,2.0,0,0
33593,11,21.4,2.1,0,0
33533,11,21.4,2.1,0,0
47146,13,21.2,1.8,0,0
47140,13,21.2,1.8,0,0
47145,13,21.2,1.8,0,0
47147,13,21.2,1.8,0,0
47139,13,21.2,1.8,0,0
47130,13,21.2,1.8,0,0
47143,13,21.2,1.8,0,0
47131,13,21.2,1.8,0,0
47135,13,21.2,1.8,0,0
47144,13,21.2,1.8,0,0
47138,13,21.2,1.8,0,0
47137,13,21.2,1.8,0,0
47141,13,21.2,1.8,0,0
47129,13,21.2,1.8,0,0
47126,13,21.2,1.8,0,0
47134,13,21.2,1.8,0,0
47127,13,21.2,1.8,0,0
47148,13,21.2,1.8,0,0
47136,13,21.2,1.8,0,0
47128,13,21.2,1.8,0,0
47133,13,21.2,1.8,0,0
47142,13,21.2,1.8,0,0
47132,13,21.2,1.8,0,0
06215,6,21.1,4.2,0,0
56206,6,21.1,4.2,0,0
52277,3,20.9,10.5,0,0
56205,6,20.8,4.2,0,0
06216,6,20.8,4.2,0,0
56645,3,20.7,10.4,0,0
52534,6,20.7,4.1,0,0
56643,3,20.7,10.4,0,0
47117,13,20.6,1.7,0,0
47102,13,20.6,1.7,0,0
47108,13,20.6,1.7,0,0
47121,13,20.6,1.7,0,0
47110,13,20.6,1.7,0,0
47109,13,20.6,1.7,0,0
47123,13,20.6,1.7,0,0
47103,13,20.6,1.7,0,0
47118,13,20.6,1.7,0,0
47125,13,20.6,1.7,0,0
47101,13,20.6,1.7,0,0
47107,13,20.6,1.7,0,0
47122,13,20.6,1.7,0,0
47111,13,20.6,1.7,0,0
47112,13,20.6,1.7,0,0
47119,13,20.6,1.7,0,0
47113,13,20.6,1.7,0,0
47116,13,20.6,1.7,0,0
47120,13,20.6,1.7,0,0
47114,13,20.6,1.7,0,0
47100,13,20.6,1.7,0,0
47105,13,20.6,1.7,0,0
47104,13,20.6,1.7,0,0
47106,13,20.6,1.7,0,0
47124,13,20.6,1.7,0,0
47115,13,20.6,1.7,0,0
57210,4,20.5,6.8,0,0
57216,4,20.5,6.8,0,0
47195,12,20.3,1.8,0,0
51097,6,20.2,4.0,0,0
40021,15,20.1,1.4,0,0
55791,5,20.1,5.0,0,0
64093,14,19.9,1.5,0,0
52535,6,19.8,4.0,0,0
52533,4,19.8,6.6,0,0
52537,6,19.8,4.0,0,0
55101,5,19.7,4.9,0,0
55103,5,19.7,4.9,0,0
52502,3,19.6,9.8,0,0
52506,3,19.6,9.8,0,0
52504,3,19.6,9.8,0,0
56043,3,19.4,9.7,0,0
56373,3,19.4,9.7,0,0
57285,2,19.2,19.2,0,0
52501,3,19.1,9.6,0,0
52517,4,19.1,6.4,0,0
52505,3,19.1,9.6,0,0
52519,4,19.1,6.4,0,0
52503,3,19.1,9.6,0,0
52521,4,19.1,6.4,0,0
57502,5,18.8,4.7,0,0
57504,5,18.8,4.7,0,0
52968,6,18.3,3.7,0,0
55575,6,18.3,3.7,0,0
52038,2,18.0,18.0,0,0
14608,3,18.0,9.0,0,0
55109,4,17.9,6.0,0,0
55113,4,17.9,6.0,0,0
55111,4,17.9,6.0,0,0
58810,5,17.9,4.5,0,0
55107,4,17.9,6.0,0,0
51755,2,17.8,17.8,0,0
54484,4,17.7,5.9,0,0
54486,4,17.7,5.9,0,0
54482,4,17.7,5.9,0,0
52967,6,17.6,3.5,0,0
52977,6,17.6,3.5,0,0
55792,4,17.4,5.8,0,0
54485,4,17.0,5.7,0,0
54483,4,17.0,5.7,0,0
52182,4,17.0,5.7,0,0
54481,4,17.0,5.7,0,0
32252,8,17.0,2.4,0,0
52970,3,16.8,8.4,0,0
52937,3,16.8,8.4,0,0
41066,15,16.7,1.2,0,0
41112,15,16.7,1.2,0,0
41064,15,16.7,1.2,0,0
53333,5,16.6,4.1,0,0
53325,5,16.6,4.1,0,0
53323,5,16.6,4.1,0,0
41013,15,16.3,1.2,0,0
41045,15,16.3,1.2,0,0
41057,15,16.3,1.2,0,0
41115,15,16.3,1.2,0,0
41001,15,16.3,1.2,0,0
41015,15,16.3,1.2,0,0
41099,15,16.3,1.2,0,0
41095,15,16.3,1.2,0,0
41501,15,16.3,1.2,0,0
41059,15,16.3,1.2,0,0
41023,15,16.3,1.2,0,0
41007,15,16.3,1.2,0,0
41121,15,16.3,1.2,0,0
41113,15,16.3,1.2,0,0
41051,15,16.3,1.2,0,0
41093,15,16.3,1.2,0,0
41043,15,16.3,1.2,0,0
41133,15,16.3,1.2,0,0
41103,15,16.3,1.2,0,0
41065,15,16.3,1.2,0,0
41011,15,16.3,1.2,0,0
41117,15,16.3,1.2,0,0
41105,15,16.3,1.2,0,0
41021,15,16.3,1.2,0,0
41071,15,16.3,1.2,0,0
41073,15,16.3,1.2,0,0
41109,15,16.3,1.2,0,0
41049,15,16.3,1.2,0,0
41035,15,16.3,1.2,0,0
41067,15,16.3,1.2,0,0
41503,15,16.3,1.2,0,0
41101,15,16.3,1.2,0,0
41005,15,16.3,1.2,0,0
41069,15,16.3,1.2,0,0
41009,15,16.3,1.2,0,0
41131,15,16.3,1.2,0,0
41017,15,16.3,1.2,0,0
41089,15,16.3,1.2,0,0
41075,15,16.3,1.2,0,0
41079,15,16.3,1.2,0,0
41129,15,16.3,1.2,0,0
41077,15,16.3,1.2,0,0
41083,15,16.3,1.2,0,0
41055,15,16.3,1.2,0,0
41037,15,16.3,1.2,0,0
41119,15,16.3,1.2,0,0
41081,15,16.3,1.2,0,0
41031,15,16.3,1.2,0,0
41087,15,16.3,1.2,0,0
41097,15,16.3,1.2,0,0
41091,15,16.3,1.2,0,0
41085,15,16.3,1.2,0,0
41027,15,16.3,1.2,0,0
41505,15,16.3,1.2,0,0
41507,15,16.3,1.2,0,0
41033,15,16.3,1.2,0,0
41063,15,16.3,1.2,0,0
41025,15,16.3,1.2,0,0
41039,15,16.3,1.2,0,0
41047,15,16.3,1.2,0,0
41029,15,16.3,1.2,0,0
41111,15,16.3,1.2,0,0
41019,15,16.3,1.2,0,0
41127,15,16.3,1.2,0,0
41041,15,16.3,1.2,0,0
41123,15,16.3,1.2,0,0
41053,15,16.3,1.2,0,0
41107,15,16.3,1.2,0,0
41125,15,16.3,1.2,0,0
41003,15,16.3,1.2,0,0
32249,8,16.2,2.3,0,0
51239,3,16.2,8.1,0,0
55313,3,16.2,8.1,0,0
64450,7,16.0,2.7,0,0
52545,4,15.7,5.2,0,0
52571,4,15.7,5.2,0,0
56902,4,15.5,5.2,0,0
51458,4,15.5,5.2,0,0
55755,2,15.1,15.1,0,0
55757,2,15.1,15.1,0,0
55759,2,15.1,15.1,0,0
55314,3,14.9,7.5,0,0
58814,4,14.7,4.9,0,0
52278,3,14.7,7.4,0,0
58812,4,14.7,4.9,0,0
54389,2,14.6,14.6,0,0
54385,2,14.6,14.6,0,0
54091,2,14.6,14.6,0,0
54387,2,14.6,14.6,0,0
58028,3,14.5,7.2,0,0
57286,2,14.5,14.5,0,0
52969,3,14.4,7.2,0,0
52936,3,14.4,7.2,0,0
34434,8,14.4,2.1,0,0
40023,11,14.2,1.4,0,0
55006,2,14.1,14.1,0,0
55146,3,13.9,7.0,0,0
52540,4,13.9,4.6,0,0
52544,4,13.9,4.6,0,0
56137,6,13.9,2.8,0,0
14607,3,13.8,6.9,0,0
52034,3,13.6,6.8,0,0
52036,3,13.6,6.8,0,0
54582,3,13.5,6.7,0,0
55005,3,13.4,6.7,0,0
56907,4,13.3,4.4,0,0
34431,8,13.3,1.9,0,0
47172,10,13.0,1.4,0,0
57209,4,13.0,4.3,0,0
56505,5,13.0,3.3,0,0
51240,3,13.0,6.5,0,0
47205,10,13.0,1.4,0,0
56511,5,13.0,3.3,0,0
55569,2,12.9,12.9,0,0
56140,5,12.4,3.1,0,0
56142,5,12.4,3.1,0,0
52072,2,12.4,12.4,0,0
56139,5,12.4,3.1,0,0
52518,3,12.2,6.1,0,0
52522,3,12.2,6.1,0,0
52520,3,12.2,6.1,0,0
47168,10,12.1,1.3,0,0
47204,10,12.1,1.3,0,0
58027,3,11.4,5.7,0,0
56138,5,11.2,2.8,0,0
56143,5,11.2,2.8,0,0
56141,5,11.2,2.8,0,0
56046,2,10.8,10.8,0,0
56527,2,10.8,10.8,0,0
55145,3,10.4,5.2,0,0
54267,3,10.4,5.2,0,0
54268,3,9.7,4.9,0,0
54270,3,9.7,4.9,0,0
58720,2,9.6,9.6,0,0
58722,2,9.6,9.6,0,0
54386,2,9.1,9.1,0,0
54388,2,9.1,9.1,0,0
54390,2,9.1,9.1,0,0
54092,2,9.1,9.1,0,0
52048,2,9.0,9.0,0,0
47196,7,8.6,1.4,0,0
55756,2,8.4,8.4,0,0
55758,2,8.4,8.4,0,0
55760,2,8.4,8.4,0,0
56506,5,8.0,2.0,0,0
56512,5,8.0,2.0,0,0
59163,2,7.5,7.5,0,0
56374,3,7.3,3.7,0,0
56044,3,7.3,3.7,0,0
53490,2,7.1,7.1,0,0
52547,3,6.8,3.4,0,0
52548,3,6.8,3.4,0,0
52549,3,6.8,3.4,0,0
52550,3,6.8,3.4,0,0
58721,2,6.7,6.7,0,0
58719,2,6.7,6.7,0,0
55570,2,6.5,6.5,0,0
54581,3,6.1,3.0,0,0
52033,2,5.4,5.4,0,0
52035,2,5.4,5.4,0,0
59164,2,5.3,5.3,0,0
52565,2,5.2,5.2,0,0
63155,2,4.6,4.6,0,0
63167,2,4.6,4.6,0,0
63163,2,4.6,4.6,0,0
63151,2,4.6,4.6,0,0
63153,2,4.6,4.6,0,0
63165,2,4.6,4.6,0,0
63157,2,4.6,4.6,0,0
63161,2,4.6,4.6,0,0
43892,3,4.0,2.0,0,0
43891,3,3.8,1.9,0,0
53483,2,3.7,3.7,0,0
53485,2,3.7,3.7,0,0
56325,2,3.7,3.7,0,0
56045,2,3.7,3.7,0,0
56528,2,3.7,3.7,0,0
51756,2,3.6,3.6,0,0
43921,2,3.3,3.3,0,0
52401,2,1.5,1.5,0,0
02411,2,1.5,1.5,0,0
52403,2,1.5,1.5,0,0
63164,2,1.1,1.1,0,0
63156,2,1.1,1.1,0,0
63168,2,1.1,1.1,0,0
63154,2,1.1,1.1,0,0
63162,2,1.1,1.1,0,0
63166,2,1.1,1.1,0,0
63160,2,1.1,1.1,0,0
52045,2,0.1,0.1,0,0
