station_a,name_a,state_a,station_b,name_b,state_b,num_trains,distance_km
WCN,WIMCO NAGAR,,TVT,TIRUVOTTIYUR,,113,2.5
TVT,TIRUVOTTIYUR,,VOC,V.O.C. NAGAR,,113,2.4
VOC,V.O.C. NAGAR,,TNP,TONDIARPETTAI,,113,1.7
TNP,TONDIARPETTAI,,KOK,KORUKKUPET JN,,113,0.7
KOK,KORUKKUPET JN,,WST,WASHERMANPET,,25,1.3
KOK,KORUKKUPET JN,,BBQ,BASIN BRIDGE JN,,80,2.2
KOK,KORUKKUPET JN,,MAS,CHENNAI CENTRAL,,7,4.0
KOK,KORUKKUPET JN,,VJM,VYASARPADI JEEVA,,1,2.7
WST,WASHERMANPET,,RPM,ROYAPURAM,,29,1.3
WST,WASHERMANPET,,VJM,VYASARPADI JEEVA,,2,2.8
WST,WASHERMANPET,,PER,PERAMBUR,,2,4.2
RPM,ROYAPURAM,,MSB,CHENNAI BEACH,,27,1.5
MSB,CHENNAI BEACH,,MSF,CHENNAI FORT,,143,1.2
MSB,CHENNAI BEACH,,VDR,VANDALUR,,1,31.5
MSF,CHENNAI FORT,,MPK,CHENNAI PARK,,13,1.1
MSF,CHENNAI FORT,,MPKT,CHENNAI PARK TOWN,Tamil Nadu,142,0.9
MPK,CHENNAI PARK,,MPKT,CHENNAI PARK TOWN,Tamil Nadu,69,0.3
MPK,CHENNAI PARK,,MS,CHENNAI EGMORE,,77,1.4
CHRM,Chirmiri,Chhattisgarh,PRDL,Paradol,Madhya Pradesh,7,17.8
CHRM,Chirmiri,Chhattisgarh,APR,ANUPPUR JN,,1,67.3
PRDL,Paradol,Madhya Pradesh,MDGR,Manendragarh,Madhya Pradesh,13,3.6
MDGR,Manendragarh,Madhya Pradesh,BRND,BORIDAND,Madhya Pradesh,13,5.7
BRND,BORIDAND,Madhya Pradesh,BJRI,BIJURI,Madhya Pradesh,18,6.4
BRND,BORIDAND,Madhya Pradesh,UKR,UDALKACHAR,Madhya Pradesh,8,11.8
BJRI,BIJURI,Madhya Pradesh,BATL,BAIHATOLA,Madhya Pradesh,18,6.5
BATL,BAIHATOLA,Madhya Pradesh,KTMA,KOTMA,Madhya Pradesh,18,8.7
KTMA,KOTMA,Madhya Pradesh,HRV,HARRAD,Madhya Pradesh,18,9.0
HRV,HARRAD,Madhya Pradesh,DRSN,DHURWASIN,Madhya Pradesh,18,7.0
DRSN,DHURWASIN,Madhya Pradesh,MZH,MAUHARI,Madhya Pradesh,18,7.9
MZH,MAUHARI,Madhya Pradesh,APR,ANUPPUR JN,,16,7.5
MZH,MAUHARI,Madhya Pradesh,AAL,AMLAI,,2,19.0
APR,ANUPPUR JN,,AAL,AMLAI,,38,12.2
APR,ANUPPUR JN,,CLF,CHHULHA,,34,4.4
AAL,AMLAI,,BUH,BURHAR,,40,8.0
BUH,BURHAR,,SNGP,SINGHPUR,,39,13.2
BUH,BURHAR,,CHDX,CHHADA,,1,6.4
SNGP,SINGHPUR,,SDL,SHAHDOL,,39,5.7
SNGP,SINGHPUR,,CHDX,CHHADA,,1,6.8
SDL,SHAHDOL,,BDWA,BADHWA BARA,,38,8.0
BDWA,BADHWA BARA,,GGT,GHUNGHUTI,,38,11.6
GGT,GHUNGHUTI,,MDXR,MUDARIA,,38,9.5
MDXR,MUDARIA,,BRS,BIRSINGHPUR,,38,5.4
BRS,BIRSINGHPUR,,NRZB,NOWROZABAD,,38,7.1
NRZB,NOWROZABAD,,KKI,KARKELI,,38,9.7
KKI,KARKELI,,UMR,UMARIA,,38,11.9
UMR,UMARIA,,LOA,LORHA,,38,9.8
LOA,LORHA,,CHD,CHANDIA ROAD,,37,8.8
CHD,CHANDIA ROAD,,VYK,VILAYATKALAN RD,,36,11.7
VYK,VILAYATKALAN RD,,RPD,RUPAUND,,36,4.5
RPD,RUPAUND,,JLW,JHALWARA,,36,11.1
JLW,JHALWARA,,NKJ,NEW KATNI JN,,41,7.1
JLW,JHALWARA,,KTKD,KATANGI KHURD,Madhya Pradesh,6,1.4
NKJ,NEW KATNI JN,,KMZ,KATNI MURWARA,,16,3.0
NKJ,NEW KATNI JN,,KTKD,KATANGI KHURD,Madhya Pradesh,2,7.9
KMZ,KATNI MURWARA,,HDU,HARDUA,,35,15.0
KMZ,KATNI MURWARA,,MJGP,MAJHGAWAN PHATA,,1,7.7
HDU,HARDUA,,PTHD,PATOHAN,,38,9.4
HDU,HARDUA,,MJGP,MAJHGAWAN PHATA,,3,7.4
PTHD,PATOHAN,,REI,RITHI,,38,5.2
REI,RITHI,,BQQ,BAKHLETA,,38,18.5
BQQ,BAKHLETA,,SYA,SALAIA,,38,0.1
SYA,SALAIA,,RTGN,RATANGAON,,38,7.9
RTGN,RATANGAON,,SAO,SAGONI,,38,8.7
SAO,SAGONI,,GEA,GHATERA,,38,14.2
GEA,GHATERA,,BNU,BANDAKPUR,,38,10.1
BNU,BANDAKPUR,,KYX,KARHIYA BHADELI,,38,7.3
KYX,KARHIYA BHADELI,,DMO,DAMOH,,37,7.7
AOR,ARGORA,,RNC,RANCHI,,31,2.0
AOR,ARGORA,,PIS,Piska,Jharkhand,8,11.2
AOR,ARGORA,,HTE,HATIA,,16,4.0
RNC,RANCHI,,NKM,NAMKON,,53,4.4
RNC,RANCHI,,HTE,HATIA,,4,4.9
RNC,RANCHI,,KLRE,KHALARI,,2,47.7
PIS,Piska,Jharkhand,ITKY,Itky,Jharkhand,8,8.5
ITKY,Itky,Jharkhand,TGB,Tangarbasuli,Jharkhand,8,6.9
TGB,Tangarbasuli,Jharkhand,NRKP,Narkopi,Jharkhand,8,4.9
NRKP,Narkopi,Jharkhand,NJA,Nagjua,Jharkhand,8,5.0
NJA,Nagjua,Jharkhand,AKZ,Akashi,Jharkhand,8,8.1
AKZ,Akashi,Jharkhand,IRN,Irgaon,Jharkhand,8,11.4
IRN,Irgaon,Jharkhand,LAD,Lohardaga,Jharkhand,5,8.2
BGM,BELGAUM,Karnataka,SXB,SAMBRE,Karnataka,42,10.1
BGM,BELGAUM,Karnataka,DUR,DESUR,Karnataka,40,10.6
SXB,SAMBRE,Karnataka,SBH,SULEBHAVI,Karnataka,44,5.7
SBH,SULEBHAVI,Karnataka,SUL,SULADHAL,Karnataka,44,10.7
SUL,SULADHAL,Karnataka,PCH,PACHHAPUR,Karnataka,44,10.2
PCH,PACHHAPUR,Karnataka,PRKH,PARKANHATTI,Karnataka,44,5.8
PRKH,PARKANHATTI,Karnataka,GKK,GOKAK ROAD,Karnataka,44,8.6
GKK,GOKAK ROAD,Karnataka,GPB,GHATPRABHA,Karnataka,44,4.5
GPB,GHATPRABHA,Karnataka,BGWD,BAGEWADI,Karnataka,44,7.5
BGWD,BAGEWADI,Karnataka,CKR,CHIKODI ROAD,Karnataka,44,7.0
CKR,CHIKODI ROAD,Karnataka,RBG,RAYBAG,Karnataka,44,13.3
RBG,RAYBAG,Karnataka,CNC,CHINCHLI,Karnataka,44,11.1
CNC,CHINCHLI,Karnataka,KUD,KUDACHI,Karnataka,44,6.1
KUD,KUDACHI,Karnataka,UGR,UGAR KHURD,Karnataka,44,6.2
UGR,UGAR KHURD,Karnataka,SED,SHEDBAL,Karnataka,44,9.3
SED,SHEDBAL,Karnataka,VJR,VIJAYANAGAR,Maharashtra,44,8.8
VJR,VIJAYANAGAR,Maharashtra,MRJ,MIRAJ JN,Maharashtra,38,7.7
VPN,VIDYAPATINAGAR,Bihar,HBP,HARPAR BOCHAHA,Bihar,30,4.5
HBP,HARPAR BOCHAHA,Bihar,MOG,MOHIUDDINNAGAR,Bihar,30,5.4
MOG,MOHIUDDINNAGAR,Bihar,NNNL,NANDANI LAGUNIA,Bihar,30,7.5
NNNL,NANDANI LAGUNIA,Bihar,SPP,SHAHPUR PATOREE,Bihar,30,5.3
SPP,SHAHPUR PATOREE,Bihar,MNO,MEHNAR ROAD,Bihar,30,7.9
MNO,MEHNAR ROAD,Bihar,SDG,SAHADAI BUZURG,Bihar,30,5.0
SDG,SAHADAI BUZURG,Bihar,DES,DESARI,Bihar,30,4.7
DES,DESARI,Bihar,CSR,CHAK SIKANDAR,Bihar,30,4.5
CSR,CHAK SIKANDAR,Bihar,AYRN,AKSHAYWAT RAI NAGAR,Bihar,30,5.2
ST,SURAT,,UDN,UDHNA JN,,214,4.1
ST,SURAT,,URN,UTRAN,,206,3.2
UDN,UDHNA JN,,BHET,BHESTAN,Gujarat,189,4.9
UDN,UDHNA JN,,NOL,NIYOL,,49,5.4
BHET,BHESTAN,Gujarat,SCH,SACHIN,Gujarat,189,5.7
SCH,SACHIN,Gujarat,MRL,MAROLI,Gujarat,189,6.6
MRL,MAROLI,Gujarat,NVS,NAVSARI,Gujarat,189,8.5
NVS,NAVSARI,Gujarat,VDH,VEDCHHA,Gujarat,189,8.4
VDH,VEDCHHA,Gujarat,ACL,ANCHELI,Gujarat,189,3.4
ACL,ANCHELI,Gujarat,AML,AMALSAD,Gujarat,189,3.9
AML,AMALSAD,Gujarat,BIM,BILIMORA JN,Gujarat,188,5.5
AML,AMALSAD,Gujarat,JRS,JORAVASAN,Gujarat,1,9.1
BIM,BILIMORA JN,Gujarat,JRS,JORAVASAN,Gujarat,188,3.8
JRS,JORAVASAN,Gujarat,DGI,DUNGRI,Gujarat,189,5.0
DGI,DUNGRI,Gujarat,BL,VALSAD,Gujarat,183,8.9
BL,VALSAD,Gujarat,ATUL,ATUL,Gujarat,178,7.1
ATUL,ATUL,Gujarat,PAD,PARDI,Gujarat,180,3.5
PAD,PARDI,Gujarat,UVD,UDVADA,Gujarat,180,5.8
UVD,UDVADA,Gujarat,VAPI,VAPI,Gujarat,180,9.7
VAPI,VAPI,Gujarat,KEB,KARAMBELI,Gujarat,179,6.5
VAPI,VAPI,Gujarat,BLD,BHILAD,Gujarat,2,11.2
KEB,KARAMBELI,Gujarat,BLD,BHILAD,Gujarat,179,4.8
KEB,KARAMBELI,Gujarat,NDB,NANDURBAR,,1,182.7
BLD,BHILAD,Gujarat,SJN,SANJAN,Gujarat,180,11.6
SJN,SANJAN,Gujarat,UBR,UMBARGAM ROAD,Gujarat,180,5.3
UBR,UMBARGAM ROAD,Gujarat,BRRD,BORDI ROAD,Gujarat,180,4.3
BRRD,BORDI ROAD,Gujarat,GVD,GHOLVAD,Maharashtra,180,4.9
GVD,GHOLVAD,Maharashtra,DRD,DAHANU ROAD,Maharashtra,180,10.7
DRD,DAHANU ROAD,Maharashtra,VGN,VANGAON,Maharashtra,182,12.2
VGN,VANGAON,Maharashtra,BOR,BOISAR,Maharashtra,184,9.4
BOR,BOISAR,Maharashtra,UOI,UMROLI,Maharashtra,184,4.9
UOI,UMROLI,Maharashtra,PLG,PALGHAR,Maharashtra,184,6.4
PLG,PALGHAR,Maharashtra,KLV,KELVA ROAD,Maharashtra,184,8.4
KLV,KELVA ROAD,Maharashtra,SAH,SAPHALE,Maharashtra,184,6.2
SAH,SAPHALE,Maharashtra,VTN,VAITARNA,Maharashtra,184,7.2
VTN,VAITARNA,Maharashtra,VR,VIRAR,Maharashtra,179,8.1
MGI,Manigachi,Bihar,SKI,SAKRI JN,,8,6.9
MGI,Manigachi,Bihar,LNO,Lohna Road,Bihar,16,8.3
SKI,SAKRI JN,,KKHT,KAKARGHATTI,,10,13.3
SKI,SAKRI JN,,PDW,PANDAUL,,21,8.0
SKI,SAKRI JN,,TRS,TARSARAI,,12,6.7
SKI,SAKRI JN,,SSNS,SHAHEED S N SINGH HALT,,4,3.6
SKI,SAKRI JN,,UGNA,UGNA HALT,,3,4.9
SKI,SAKRI JN,,BIRL,Biraul,Bihar,1,34.0
LNO,Lohna Road,Bihar,JJP,Jhanjharpur,Bihar,16,4.0
JJP,Jhanjharpur,Bihar,TMA,Tamuria,Bihar,10,8.7
JJP,Jhanjharpur,Bihar,MHRL,Mahrail,Bihar,1,7.5
TMA,Tamuria,Bihar,GGH,Ghogardiha,Bihar,10,12.3
GGH,Ghogardiha,Bihar,NMA,Nirmali,Bihar,5,10.9
MAN,MANI NAGAR,,VTA,VATVA,,172,4.9
VTA,VATVA,,GER,GERATPUR,,172,5.4
GER,GERATPUR,,BJD,BAREJADI,,172,3.4
BJD,BAREJADI,,KANJ,KANIL,,172,4.2
KANJ,KANIL,,NEP,NENPUR,,171,3.0
KANJ,KANIL,,MHD,MAHEMDAVAD KHEDA RD,,1,7.2
NEP,NENPUR,,MHD,MAHEMDAVAD KHEDA RD,,171,4.2
MHD,MAHEMDAVAD KHEDA RD,,GTE,GOTHAJ,,172,8.3
GTE,GOTHAJ,,ND,NADIAD JN,,172,9.2
ND,NADIAD JN,,UTD,UTARSANDA,,172,5.5
ND,NADIAD JN,,PTD,Petlad Junction,Gujarat,1,18.2
ND,NADIAD JN,,MHUA,Mahudha,Gujarat,1,16.6
UTD,UTARSANDA,,KBRV,KANJARI BORIYAV,,172,5.6
KBRV,KANJARI BORIYAV,,ANND,ANAND JN,,175,7.5
KBRV,KANJARI BORIYAV,,VTL,Vadtal Swaminarayan,Gujarat,2,5.3
ANND,ANAND JN,,VXD,VADOD,,175,6.6
ANND,ANAND JN,,SNA,Sadanapura,Gujarat,2,6.6
VXD,VADOD,,ADD,ADAS ROAD,,176,4.3
ADD,ADAS ROAD,,VDA,VASAD JN,,176,4.6
VDA,VASAD JN,,NDR,NANDESARI,,180,5.2
VDA,VASAD JN,,BETI,Bhetasi,,4,4.5
NDR,NANDESARI,,RNO,RANOLI,,180,2.3
RNO,RANOLI,,BJW,BAJVA,,180,5.4
BJW,BAJVA,,BRC,VADODARA JN,,173,7.3
BJW,BAJVA,,CYI,CHHAYAPURI,,3,4.5
BRC,VADODARA JN,,VS,VISHVAMITRI,,207,3.0
BRC,VADODARA JN,,CYI,CHHAYAPURI,,95,8.6
BRC,VADODARA JN,,OKHA,OKHA,Gujarat,1,422.6
BRC,VADODARA JN,,GIMB,GANDHIDHAM BG,,1,322.4
BRC,VADODARA JN,,INDB,INDORE JN BG,Madhya Pradesh,1,279.7
VS,VISHVAMITRI,,MPR,MAKARPURA,,210,5.7
VS,VISHVAMITRI,,CYI,CHHAYAPURI,,1,11.6
MPR,MAKARPURA,,VRM,VARNAMA,,210,5.4
VRM,VARNAMA,,ITA,ITOLA,,210,4.0
ITA,ITOLA,,KSPR,KASHIPURA SARAR,,210,3.5
KSPR,KASHIPURA SARAR,,MYG,MIYAGAM KARJAN,,210,8.1
MYG,MIYAGAM KARJAN,,MYGL,MIYAGAM KARJAN JUNCTION NG,,193,0.1
MYG,MIYAGAM KARJAN,,LKD,LAKODARA,,18,6.9
MYGL,MIYAGAM KARJAN JUNCTION NG,,LKD,LAKODARA,,192,6.8
MYGL,MIYAGAM KARJAN JUNCTION NG,,DB,Dabhoi Junction,Gujarat,5,32.0
MYGL,MIYAGAM KARJAN JUNCTION NG,,SINR,Sinor,Gujarat,2,27.1
LKD,LAKODARA,,PLJ,PALEJ,,210,8.3
PLJ,PALEJ,,VRE,VAREDIYA,,210,7.4
VRE,VAREDIYA,,NIU,NABIPUR,,210,6.0
NIU,NABIPUR,,CVJ,CHAVAJ,,210,6.4
CVJ,CHAVAJ,,BH,BHARUCH JN,,208,5.3
CVJ,CHAVAJ,,AKV,ANKLESHWAR JN,,1,14.4
BH,BHARUCH JN,,AKV,ANKLESHWAR JN,,209,9.2
BH,BHARUCH JN,,BCT,Mumbai Central,Maharashtra,1,304.8
BH,BHARUCH JN,,SAZ,Samni,Gujarat,1,17.9
AKV,ANKLESHWAR JN,,PAO,PANOLI,,212,10.1
PAO,PANOLI,,HAT,HATHURAN,,212,3.9
HAT,HATHURAN,,KSB,KOSAMBA JN,,212,4.4
KSB,KOSAMBA JN,,KIM,KIM,,212,7.7
KSB,KOSAMBA JN,,VKL,Vankal,Gujarat,1,28.8
KIM,KIM,,KDSD,KUDSAD,,212,2.8
KDSD,KUDSAD,,SYN,SAYAN,,212,7.2
SYN,SAYAN,,GTX,GOTHANGAM,,212,2.8
GTX,GOTHANGAM,,KSE,KOSAD,,212,4.5
KSE,KOSAD,,URN,UTRAN,,212,2.8
VR,VIRAR,Maharashtra,NSP,NALLA SOPARA,Maharashtra,174,4.1
NSP,NALLA SOPARA,Maharashtra,BSR,VASAI ROAD,Maharashtra,174,4.2
BSR,VASAI ROAD,Maharashtra,NIG,NAIGAON,Maharashtra,108,3.8
BSR,VASAI ROAD,Maharashtra,JCNR,JUCHANDRA,Maharashtra,66,4.9
NIG,NAIGAON,Maharashtra,BYR,BHAYANDAR,Maharashtra,108,4.4
BYR,BHAYANDAR,Maharashtra,MIRA,MIRA ROAD,Maharashtra,108,3.5
MIRA,MIRA ROAD,Maharashtra,DIC,DAHISAR,Maharashtra,108,3.4
DIC,DAHISAR,Maharashtra,BVI,BORIVALI,Maharashtra,107,2.4
BVI,BORIVALI,Maharashtra,KILE,KANDIVLI,Maharashtra,106,2.7
KILE,KANDIVLI,Maharashtra,MDD,MALAD,Maharashtra,106,2.0
MDD,MALAD,Maharashtra,GMN,GOREGAON,Maharashtra,106,2.5
GMN,GOREGAON,Maharashtra,JOS,JOGESHWARI,Maharashtra,106,3.1
JOS,JOGESHWARI,Maharashtra,ADH,ANDHERI,Maharashtra,106,2.1
ADH,ANDHERI,Maharashtra,VLP,VILE PARLE,Maharashtra,106,2.0
VLP,VILE PARLE,Maharashtra,STC,SANTA CRUZ,Maharashtra,106,1.9
STC,SANTA CRUZ,Maharashtra,KHAR,KHAR,Maharashtra,102,1.4
STC,SANTA CRUZ,Maharashtra,BDTS,MUMBAI BANDRA TERMINUS,Maharashtra,2,2.2
KHAR,KHAR,Maharashtra,BDTS,MUMBAI BANDRA TERMINUS,Maharashtra,77,0.8
BDTS,MUMBAI BANDRA TERMINUS,Maharashtra,BA,BANDRA,Maharashtra,52,0.8
BA,BANDRA,Maharashtra,MM,MUMBAI MAHIM JN,Maharashtra,52,1.7
MM,MUMBAI MAHIM JN,Maharashtra,MRU,MUMBAI MATUNGA ROAD,Maharashtra,52,1.3
MRU,MUMBAI MATUNGA ROAD,Maharashtra,DDR,MUMBAI DADAR WEST,Maharashtra,49,1.1
DDR,MUMBAI DADAR WEST,Maharashtra,EPR,Mumbai Elphinstone Road,Maharashtra,46,1.7
EPR,Mumbai Elphinstone Road,Maharashtra,PL,Mumbai Lower Parel,Maharashtra,46,1.5
PL,Mumbai Lower Parel,Maharashtra,MX,Mumbai Mahalakshmi,Maharashtra,46,1.5
MX,Mumbai Mahalakshmi,Maharashtra,BCT,Mumbai Central,Maharashtra,23,1.4
BINA,BINA JN,,MDVK,MAHADEOKHEDI,,22,5.3
BINA,BINA JN,,KIKA,KURWAI KETHORA,,189,9.1
BINA,BINA JN,,AGD,AGASOD,,179,7.8
BINA,BINA JN,,BJQ,BAGHORA,,25,8.7
MDVK,MAHADEOKHEDI,,SRKI,SEMARKHERI,,32,8.1
MDVK,MAHADEOKHEDI,,BJQ,BAGHORA,,5,11.3
SRKI,SEMARKHERI,,MNV,MUNGAOLI,,22,14.3
SRKI,SEMARKHERI,,KXB,KANJAI,,10,4.8
MNV,MUNGAOLI,,GVB,GUNERU BAMORI,,32,8.2
MNV,MUNGAOLI,,KXB,KANJAI,,10,9.9
GVB,GUNERU BAMORI,,PIA,PIPRAIGAON,,32,11.0
PIA,PIPRAIGAON,,ORR,ORR,,24,17.0
PIA,PIPRAIGAON,,RAWS,RAHATWAS,,8,13.5
ORR,ORR,,ASKN,ASHOK NAGAR,,32,9.2
ORR,ORR,,RAWS,RAHATWAS,,8,3.5
ASKN,ASHOK NAGAR,,SHDR,SHADHORAGAON,,22,15.5
ASKN,ASHOK NAGAR,,RIKA,RATIKHEDA,,10,7.4
SHDR,SHADHORAGAON,,PGA,PAGARA,,32,14.8
SHDR,SHADHORAGAON,,RIKA,RATIKHEDA,,10,8.3
PGA,PAGARA,,GUNA,GUNA,,29,12.9
PGA,PAGARA,,MUGA,MAHUGARHA,,1,20.4
DAE,DAHEGAON,,WR,WARDHA JN,,85,13.6
DAE,DAHEGAON,,KAOT,KAOTHA,,87,9.1
KAOT,KAOTHA,,PLO,PULGAON JN,,87,6.1
PLO,PULGAON JN,,TLN,TALNI,,87,9.7
TLN,TALNI,,DMN,DHAMANGAON,,87,10.1
DMN,DHAMANGAON,,DIP,DIPORE,,87,10.1
DIP,DIPORE,,CND,CHANDUR,,87,6.2
CND,CHANDUR,,MLR,MALKHED,,87,12.6
MLR,MALKHED,,TMT,TIMTALA,,87,7.2
TMT,TIMTALA,,BD,BADNERA JN,,87,8.1
BD,BADNERA JN,,TKI,TAKLI,,87,8.3
BD,BADNERA JN,,AMI,Amravati,Maharashtra,6,8.6
TKI,TAKLI,,KUM,KURAM,,87,7.7
KUM,KURAM,,MNDA,MANDURA,,87,7.4
MNDA,MANDURA,,MANA,MANA,,87,5.9
MANA,MANA,,MZR,MURTAJAPUR,,87,12.2
MZR,MURTAJAPUR,,KTP,KATEPURNA,,87,10.0
MZR,MURTAJAPUR,,ANJ,Anjangaon,Maharashtra,1,47.6
MZR,MURTAJAPUR,,KRJA,Karanja,Maharashtra,1,30.2
KTP,KATEPURNA,,BGN,BORGAON,,87,8.3
BGN,BORGAON,,YAD,YEULKHED,,87,10.9
DBM,DABOLIM,Goa,VSG,VASCO DA GAMA,Goa,11,4.0
DBM,DABOLIM,Goa,SKVL,SANKVAL,Goa,23,2.8
SKVL,SANKVAL,Goa,CSM,CANSAULIM,Goa,23,4.3
CSM,CANSAULIM,Goa,MJO,MAJORDA,Goa,22,4.3
CSM,CANSAULIM,Goa,MAO,MADGAON,Goa,1,11.6
MJO,MAJORDA,Goa,SRVX,SURAVALI,Goa,55,3.1
MJO,MAJORDA,Goa,CNR,CHANDAR,Goa,8,14.5
MJO,MAJORDA,Goa,VEN,VERNA,Goa,48,4.5
MJO,MAJORDA,Goa,MAO,MADGAON,Goa,8,7.3
SRVX,SURAVALI,Goa,MAO,MADGAON,Goa,48,4.3
SRVX,SURAVALI,Goa,CNR,CHANDAR,Goa,3,12.0
SRVX,SURAVALI,Goa,VEN,VERNA,Goa,1,7.4
MAO,MADGAON,Goa,SVM,SANVERDAM CHUCH,Goa,11,14.8
MAO,MADGAON,Goa,BLLI,BALLI,Goa,41,14.0
SVM,SANVERDAM CHUCH,Goa,KM,KALEEM,Goa,23,9.2
SVM,SANVERDAM CHUCH,Goa,CNR,CHANDAR,Goa,12,6.5
KM,KALEEM,Goa,QLM,KULEM,Goa,20,7.5
NKM,NAMKON,,TIS,TATISILWAI,,73,6.4
TIS,TATISILWAI,,GAG,GANGAGHAT,,73,7.3
GAG,GANGAGHAT,,KITA,KITA,,66,26.3
GAG,GANGAGHAT,,JON,JONHA,,2,10.4
GAG,GANGAGHAT,,GATD,Gautamdhara,Jharkhand,5,12.9
KITA,KITA,,SLF,SILLI,,73,6.7
KITA,KITA,,JON,JONHA,,2,15.9
KITA,KITA,,GATD,Gautamdhara,Jharkhand,5,13.5
SLF,SILLI,,MURI,MURI,,73,4.8
MURI,MURI,,BLNG,BARLANGA,,21,8.9
MURI,MURI,,THO,TULIN,,63,3.6
MURI,MURI,,ILO,ILLOO,,5,9.5
MURI,MURI,,TATA,TATANAGAR JN,,2,75.7
BLNG,BARLANGA,,SND,SONDIMRA,,21,6.0
SND,SONDIMRA,,HRBR,HARUBERA,,21,3.4
HRBR,HARUBERA,,GRE,GOLA ROAD,,21,8.2
GRE,GOLA ROAD,,BRKP,BARKIPONA,,21,5.8
BRKP,BARKIPONA,,MAEL,MAEL,,21,2.2
MAEL,MAEL,,RMT,RAMGARH CANT,,21,11.8
RMT,RAMGARH CANT,,BRKA,BARKAKANA,,19,5.2
BRKA,BARKAKANA,,BHKD,BHURKUNDA,,28,10.0
BRKA,BARKAKANA,,ARGD,ARIGADA,,8,2.2
BRKA,BARKAKANA,,RRME,RANCHI ROAD,,2,6.3
BHKD,BHURKUNDA,,PTRU,PATRATU,,31,7.5
PTRU,PATRATU,,TKS,TOKISUD,,31,6.9
TKS,TOKISUD,,HNDR,HENDEGIR,,31,7.4
HNDR,HENDEGIR,,RAY,RAY,,31,9.4
RAY,RAY,,KLRE,KHALARI,,28,8.9
RAY,RAY,,MGME,MCCLUSKIEGANJ,,3,14.6
KLRE,KHALARI,,MGME,MCCLUSKIEGANJ,,28,6.2
KLRE,KHALARI,,SBP,SAMBALPUR,,1,263.7
MGME,MCCLUSKIEGANJ,,MMLN,MAHUAMILAN,,31,8.9
MMLN,MAHUAMILAN,,TORI,TORI,,31,11.9
TORI,TORI,,CTQ,CHETAR,,31,9.5
CTQ,CHETAR,,RCGT,RICHUGHUTU,,31,7.2
RCGT,RICHUGHUTU,,DEMU,DEMU,,31,7.0
DEMU,DEMU,,LTHR,LATEHAR,,31,6.6
LTHR,LATEHAR,,BFQ,BENDI,,31,6.7
BFQ,BENDI,,KMND,KUMENDI,,31,6.6
KMND,KUMENDI,,CPDR,CHHIPADOHAR,,30,16.1
KMND,KUMENDI,,HHG,HEHEGARA HALT (E),,1,9.9
CPDR,CHHIPADOHAR,,BRWD,BARWADIH JN,,30,9.2
CPDR,CHHIPADOHAR,,HHG,HEHEGARA HALT (E),,1,6.3
BRWD,BARWADIH JN,,KCKI,KECKHI,,32,9.8
BRWD,BARWADIH JN,,MAZ,MANGRA,,1,4.3
KCKI,KECKHI,,CNF,CHIANKI,,37,6.0
KCKI,KECKHI,,MAZ,MANGRA,,1,6.3
CNF,CHIANKI,,DTO,DALTONGANJ,,37,7.8
DTO,DALTONGANJ,,KFT,KAJRI,,37,8.2
KFT,KAJRI,,RHR,RAJHURA,,37,7.8
RHR,RAJHURA,,TRZ,TOLRA,,36,10.0
RHR,RAJHURA,,LBT,LALGARH BIHAR HALT,,1,3.7
TRZ,TOLRA,,GHD,GARWA ROAD,,37,5.0
TRZ,TOLRA,,LBT,LALGARH BIHAR HALT,,1,6.3
GHD,GARWA ROAD,,SQS,SIGSIGI,,21,6.1
GHD,GARWA ROAD,,GHQ,GARHWA,Jharkhand,21,8.5
SQS,SIGSIGI,,URD,UNTARE ROAD,,20,9.1
SQS,SIGSIGI,,KRTA,KARKATA,,1,4.3
URD,UNTARE ROAD,,SZF,SATBAHINI,,21,5.3
URD,UNTARE ROAD,,KRTA,KARKATA,,1,5.0
SZF,SATBAHINI,,MDJ,MUHAMMADGANJ,,21,4.9
MDJ,MUHAMMADGANJ,,KVQ,KOSIARA,,21,7.0
KVQ,KOSIARA,,HDN,HAIDARNAGAR,,21,4.8
HDN,HAIDARNAGAR,,JPL,JAPLA,,21,6.9
JPL,JAPLA,,KYF,KAJRAT NAWADIH,,21,7.5
KYF,KAJRAT NAWADIH,,NBG,NABENAGAR ROAD,,21,8.3
NBG,NABENAGAR ROAD,,ANH,ANKORAH AKORHA,,21,14.2
ANH,ANKORAH AKORHA,,BSYA,BARKISALALYA,,33,1.7
ANH,ANKORAH AKORHA,,BCJ,BAGAHABISHUNPUR,,2,6.6
PSA,PALASA,,PUN,PUNDI,,95,11.5
PSA,PALASA,,SUDV,SUMMADEVI,,95,7.5
PSA,PALASA,,VZM,VIZIANAGRAM JN,,1,129.9
PUN,PUNDI,,RMZ,ROUTHPURAM HALT,,95,6.2
RMZ,ROUTHPURAM HALT,,NWP,NAUPADA JN,,95,7.2
NWP,NAUPADA JN,,DGB,DINDU GOPALA PURAM HALT,,93,5.9
NWP,NAUPADA JN,,TEK,Tekkali Halt,Andhra Pradesh,2,6.2
DGB,DINDU GOPALA PURAM HALT,,KBM,KOTABOMMALI,,93,7.5
KBM,KOTABOMMALI,,HCM,HARISHCHANDRAPURAM,,93,8.3
HCM,HARISHCHANDRAPURAM,,TIU,TILARU,,93,5.2
TIU,TILARU,,ULM,URLAM,,93,9.6
